Number|Unit|Chinese|Pinyin|Part of Speech|English|Chinese Example|Example Pinyin|English Translation
1325|Unit 23|根深蒂固|gēn shēn dì gù|adj.|ingrained|这种观念已经根深蒂固。||This idea has become deeply ingrained.
1326|Unit 23|根源|gēnyuán|n.|root; origin|我们要找到问题的根源。||We need to find the root cause of the problem.
1327|Unit 23|根治|gēnzhì|v.|cure once and for all|医生终于把他的病根治了。||The doctor finally cured his illness completely.
1328|Unit 23|跟不上|gēn bu shàng|v.|fail to keep pace with|他走得太快，我跟不上。||He walks too fast and I can't keep up with him.
1329|Unit 23|跟上|gēnshàng|v.|keep pace with|我们要努力跟上时代的步伐。||We should strive to keep up with the times.
1330|Unit 23|跟踪|gēnzōng|v.|track; follow|警察正在跟踪嫌疑人。||The police are tracking the suspect.
1331|Unit 23|更改|gēnggǎi|v.|alter; change|我们决定更改计划。||We decided to change the plan.
1332|Unit 23|更衣室|gēngyīshì|n.|locker room|请到更衣室换衣服。||Please go to the locker room to change clothes.
1333|Unit 23|耕地|gēngdì|n.|cultivated land|国家重视保护耕地。||The country places great importance on protecting farmland.
1334|Unit 23|耿直|gěngzhí|adj.|upright; straightforward|他是个耿直的人。||He is an upright and straightforward person.
1335|Unit 23|工地|gōngdì|n.|construction site|他在工地上工作。||He works at a construction site.
1336|Unit 23|工会|gōnghuì|n.|labour union|他参加了工会活动。||He participated in union activities.
1337|Unit 23|工科|gōngkē|n.|engineering major|他大学学的是工科。||He majored in engineering at university.
1338|Unit 23|工商界|gōngshāngjiè|n.|business community|工商界人士参加了会议。||Members of the business community attended the meeting.
1339|Unit 23|工序|gōngxù|n.|procedure; process|产品要经过多道工序。||The product must go through many production processes.
1340|Unit 23|工整|gōngzhěng|adj.|neat|他的字写得很工整。||His handwriting is very neat.
1341|Unit 23|工作量|gōngzuòliàng|n.|workload|最近工作量很大。||The workload has been heavy recently.
1342|Unit 23|弓|gōng|n.|bow|他拉开弓准备射箭。||He drew the bow and prepared to shoot an arrow.
1343|Unit 23|公安局|gōng'ānjú|n.|bureau of public security|他在公安局工作。||He works at the Public Security Bureau.
1344|Unit 23|公车|gōngchē|n.|public vehicle|公司规定不能私用公车。||Company policy prohibits using official vehicles for personal matters.
1345|Unit 23|公道|gōngdao|adj.|fair|他做事很公道。||He handles matters fairly.
1346|Unit 23|公费|gōngfèi|n.|public expense|她获得了公费留学的机会。||She received an opportunity to study abroad at public expense.
1347|Unit 23|公共场所|gōnggòng chǎngsuǒ|n.|public place|公共场所禁止吸烟。||Smoking is prohibited in public places.
1348|Unit 23|公关|gōngguān|n.|public relations|她在公关部门工作。||She works in the public relations department.
1349|Unit 23|公函|gōnghán|n.|official letter|公司收到了一封公函。||The company received an official letter.
1350|Unit 23|公积金|gōngjījīn|n.|housing provident fund|我用公积金贷款买房。||I used a housing provident fund loan to buy a house.
1351|Unit 23|公开信|gōngkāixìn|n.|open letter|学生们给校长写了一封公开信。||The students wrote an open letter to the principal.
1352|Unit 23|公款|gōngkuǎn|n.|public fund|不能挪用公款。||Public funds must not be misappropriated.
1353|Unit 23|公立|gōnglì|adj.|public|他在一所公立学校读书。||He studies at a public school.
1354|Unit 23|公墓|gōngmù|n.|cemetery|他们把老人安葬在公墓里。||They buried the elderly man in a cemetery.
1355|Unit 23|公仆|gōngpú|n.|public servant|公务员是人民的公仆。||Civil servants are servants of the people.
1356|Unit 23|公顷|gōngqǐng|m.|hectare|一公顷等于一万平方米。||One hectare equals ten thousand square meters.
1357|Unit 23|公然|gōngrán|adv.|openly|她公然反对经理的决定。||She openly opposed the manager's decision.
1358|Unit 23|公示|gōngshì|v.|make known to the public|名单已经公示。||The list has been made public.
1359|Unit 23|公事|gōngshì|n.|official business|他因公事出差去了。||He went on a business trip for official matters.
1360|Unit 23|公务|gōngwù|n.|official affairs|他正在办理公务。||He is handling official affairs.
1361|Unit 23|公益|gōngyì|n.|public welfare|那位明星热心公益。||That celebrity is enthusiastic about public welfare.
1362|Unit 23|公益性|gōngyìxìng|n.|public welfare nature|这个项目具有很强的公益性。||This project has a strong public-welfare character.
1363|Unit 23|公用|gōngyòng|v.|share; for public use|几家人公用一个厨房。||Several families share one kitchen.
1364|Unit 23|公寓|gōngyù|n.|apartment|我们租了一套公寓。||We rented an apartment.
1365|Unit 23|公约|gōngyuē|n.|convention; treaty|各国应遵守国际公约。||Countries should abide by international conventions.
1366|Unit 23|公证|gōngzhèng|v.|notarize|这份文件需要公证。||This document needs to be notarized.
1367|Unit 23|公职|gōngzhí|n.|official post|她毕业后担任公职。||She took up a government position after graduation.
1368|Unit 23|功|gōng|n.|merit; achievement|这次成功他立了大功。||He made a great contribution to this success.
1369|Unit 23|功臣|gōngchén|n.|hero; major contributor|他是公司的功臣。||He is a major contributor to the company.
1370|Unit 23|功底|gōngdǐ|n.|foundation; basic training|他的中文功底很扎实。||His foundation in Chinese is very solid.
1371|Unit 23|功劳|gōngláo|n.|credit|这件事成功了，大家都有功劳。||Everyone deserves credit for the success of this matter.
1372|Unit 23|功力|gōnglì|n.|ability; skill|这位画家的功力很深。||This painter possesses remarkable skill.
1373|Unit 23|功率|gōnglǜ|n.|power|这台电器的功率很大。||This appliance has high power consumption.
1374|Unit 23|功效|gōngxiào|n.|effect; efficacy|医生正在研究新药的功效。||Doctors are studying the effectiveness of the new medicine.
1375|Unit 23|攻|gōng|v.|attack|敌军开始攻城。||The enemy army began attacking the city.
1376|Unit 23|攻读|gōngdú|v.|study assiduously|她正在攻读博士学位。||She is pursuing a doctoral degree.
1377|Unit 23|攻关|gōngguān|v.|tackle a key problem|研究人员正在技术攻关。||Researchers are tackling a key technical problem.
1378|Unit 23|供|gōng|v.|supply|这家工厂负责供电。||This factory supplies electricity.
1379|Unit 23|供不应求|gōng bù yìng qiú|idiom|demand exceeds supply|新产品上市后供不应求。||The new product has been unable to meet demand since its release.
1380|Unit 23|供暖|gōngnuǎn|v.|provide heating|北方冬天集中供暖。||Central heating is provided in northern China during winter.
1387|Unit 24|共鸣|gòngmíng|v./n.|resonate; resonance|他的观点引起了大家的共鸣；这首歌让我产生了强烈共鸣|tā de guāndiǎn yǐnqǐ le dàjiā de gòngmíng; zhè shǒu gē ràng wǒ chǎnshēng le qiángliè gòngmíng|His viewpoint resonated with everyone; this song created a strong resonance in me.
1398|Unit 24|构想|gòuxiǎng|v./n.|conceive; concept|他正在构想一个新的商业计划；这个构想很大胆|tā zhèngzài gòuxiǎng yí gè xīn de shāngyè jìhuà; zhège gòuxiǎng hěn dàdǎn|He is conceiving a new business plan; this concept is very bold.
1404|Unit 24|孤立|gūlì|adj./v.|isolated; isolate|这座村庄非常孤立；他们不应该孤立这个学生|zhè zuò cūnzhuāng fēicháng gūlì; tāmen bù yīnggāi gūlì zhège xuésheng|This village is very isolated; they should not isolate this student.
1419|Unit 24|骨折|gǔzhé|v./n.|fracture|他的右腿骨折了；医生说这是一次严重的骨折|tā de yòu tuǐ gǔzhé le; yīshēng shuō zhè shì yí cì yánzhòng de gǔzhé|His right leg was fractured; the doctor said this was a serious fracture.
1421|Unit 24|鼓舞|gǔwǔ|v./adj.|inspire; encouraging|这个消息鼓舞了所有队员；这是一场令人鼓舞的胜利|zhège xiāoxi gǔwǔ le suǒyǒu duìyuán; zhè shì yì chǎng lìng rén gǔwǔ de shènglì|This news inspired all the team members; this was an encouraging victory.
1424|Unit 24|故|gù|adv./conj.|deliberately; therefore|他故作镇定；天气不好，故比赛取消|tā gùzuò zhèndìng; tiānqì bù hǎo, gù bǐsài qǔxiāo|He deliberately pretended to be calm; the weather was bad, therefore the match was canceled.
1428|Unit 24|顾虑|gùlǜ|n./v.|concern; consider|他心里有很多顾虑；做决定时要顾虑别人的感受|tā xīnli yǒu hěn duō gùlǜ; zuò juédìng shí yào gùlǜ biérén de gǎnshòu|He has many concerns; when making decisions, one should consider others' feelings.
3541|Unit 60|山冈|shāngāng|n.|low hill|站在山冈上；走下山冈|zhàn zài shāngāng shàng; zǒu xià shāngāng|stand on a low hill; walk down the low hill
3542|Unit 60|山岭|shānlǐng|n.|mountain range|连绵的山岭|liánmián de shānlǐng|a continuous mountain range
3543|Unit 60|山路|shānlù|n.|mountain road|一段山路；曲折的山路|yí duàn shānlù; qūzhé de shānlù|a stretch of mountain road; a winding mountain road
3544|Unit 60|山寨|shānzhài|n.|mountain fastness|平静的山寨；偏僻的山寨|píngjìng de shānzhài; piānpì de shānzhài|a peaceful mountain stronghold; a remote mountain stronghold
3545|Unit 60|删|shān|v.|delete|删掉；删去；删邮件|shāndiào; shānqù; shān yóujiàn|delete; remove; delete emails
3546|Unit 60|删除|shānchú|v.|delete|删除文件；删除数据；彻底删除|shānchú wénjiàn; shānchú shùjù; chèdǐ shānchú|delete files; delete data; delete completely
3547|Unit 60|煽动|shāndòng|v.|incite|煽动情绪；煽动骚乱|shāndòng qíngxù; shāndòng sāoluàn|inflame emotions; incite unrest
3548|Unit 60|闪烁|shǎnshuò|v.|twinkle|灯光闪烁；闪烁不停|dēngguāng shǎnshuò; shǎnshuò bù tíng|lights twinkle; keep flickering
3549|Unit 60|善|shàn|adj.|good|善事；善心；心怀不善|shànshì; shànxīn; xīnhuái bú shàn|good deeds; a kind heart; harbor ill intentions
3550|Unit 60|善意|shànyì|n.|good intentions|表达善意；他人的善意|biǎodá shànyì; tārén de shànyì|express goodwill; another person's goodwill
3551|Unit 60|擅长|shàncháng|v.|be good at|擅长写作；擅长表演；不太擅长|shàncháng xiězuò; shàncháng biǎoyǎn; bú tài shàncháng|be good at writing; be good at performing; not very good at it
3552|Unit 60|擅自|shànzì|adv.|without authorization|擅自更改；擅自离开|shànzì gēnggǎi; shànzì líkāi|change without authorization; leave without authorization
3553|Unit 60|膳食|shànshí|n.|meals|科学膳食；合理膳食|kēxué shànshí; hélǐ shànshí|a scientific diet; a balanced diet
3554|Unit 60|赡养|shànyǎng|v.|support (esp. one's parents, etc.)|赡养父母；赡养老人|shànyǎng fùmǔ; shànyǎng lǎorén|support one's parents; support elderly people
3555|Unit 60|伤残|shāngcán|v.|be physically disabled|伤残补助金；致人伤残|shāngcán bǔzhùjīn; zhì rén shāngcán|disability allowance; cause someone to become disabled
3556|Unit 60|伤感|shānggǎn|adj.|sentimental|容易伤感；伤感的诗|róngyì shānggǎn; shānggǎn de shī|easily become sentimental; a sentimental poem
3557|Unit 60|伤痕|shānghén|n.|scar|满是伤痕；留下伤痕|mǎn shì shānghén; liúxià shānghén|covered with scars; leave a scar
3558|Unit 60|伤脑筋|shāng nǎojīn|adj.|troublesome|真伤脑筋；伤透脑筋|zhēn shāng nǎojīn; shāng tòu nǎojīn|really troublesome; be utterly vexing
3559|Unit 60|伤势|shāngshì|n.|injury|伤势严重；伤势不轻|shāngshì yánzhòng; shāngshì bù qīng|serious injuries; injuries are not minor
3560|Unit 60|商贩|shāngfàn|n.|vendor|个体商贩；流动商贩|gètǐ shāngfàn; liúdòng shāngfàn|independent vendor; itinerant vendor
3561|Unit 60|商贾|shānggǔ|n.|merchants|商贾之家；商贾往来|shānggǔ zhī jiā; shānggǔ wǎnglái|a merchant family; dealings among merchants
3562|Unit 60|商讨|shāngtǎo|v.|deliberate|商讨国家大事；商讨方案；共同商讨|shāngtǎo guójiā dàshì; shāngtǎo fāng'àn; gòngtóng shāngtǎo|deliberate on affairs of state; discuss a plan; deliberate together
3563|Unit 60|上报|shàngbào|v.|report to|及时上报；逐级上报；上报上级检察院|jíshí shàngbào; zhújí shàngbào; shàngbào shàngjí jiǎncháyuàn|report promptly; report level by level; report to a higher-level procuratorate
3564|Unit 60|上场|shàng//chǎng|v.|enter the court|运动员上场；该你上场了|yùndòngyuán shàngchǎng; gāi nǐ shàngchǎng le|the athlete enters the court; it is your turn to go on
3565|Unit 60|上方|shàngfāng|n.|upper position|书架上方；大楼上方|shūjià shàngfāng; dàlóu shàngfāng|above the bookshelf; above the building
3566|Unit 60|上岗|shàng//gǎng|v.|take up a job|竞争上岗；正式上岗|jìngzhēng shànggǎng; zhèngshì shànggǎng|compete for a post; formally take up a post
3567|Unit 60|上火|shàng//huǒ|v.|suffer from excessive internal heat; get angry|容易上火；着急上火|róngyì shànghuǒ; zháojí shànghuǒ|easily suffer from internal heat; become upset and inflamed
3568|Unit 60|上空|shàngkōng|n.|sky|广场上空；城市上空|guǎngchǎng shàngkōng; chéngshì shàngkōng|the sky above the square; the sky above the city
3569|Unit 60|上流|shàngliú|n.|upper reaches (of a river); upper class|黄河上流；上流社会|Huáng Hé shàngliú; shàngliú shèhuì|the upper reaches of the Yellow River; upper-class society
3570|Unit 60|上期|shàng qī|n.|previous period|上期节目；上期杂志|shàng qī jiémù; shàng qī zázhì|the previous program; the previous issue of a magazine
3571|Unit 60|上任|shàng//rèn|v.|take up an official post|新市长上任；新上任的领导|xīn shìzhǎng shàngrèn; xīn shàngrèn de lǐngdǎo|the new mayor takes office; a newly appointed leader
3572|Unit 60|上述|shàngshù|adj.|above-mentioned|上述原因；上述道理|shàngshù yuányīn; shàngshù dàolǐ|the above-mentioned reasons; the above-mentioned reasoning
3573|Unit 60|上司|shàngsi|n.|superior|上司的命令；顶头上司|shàngsi de mìnglìng; dǐngtóu shàngsi|a superior's order; immediate superior
3574|Unit 60|上诉|shàngsù|v.|appeal|有权上诉；向上级法院提起上诉|yǒu quán shàngsù; xiàng shàngjí fǎyuàn tíqǐ shàngsù|have the right to appeal; lodge an appeal with a higher court
3575|Unit 60|上调|shàngtiáo|v.|raise|价格上调；利率上调|jiàgé shàngtiáo; lìlǜ shàngtiáo|raise prices; raise interest rates
3576|Unit 60|上头|shàngtou|n.|place above; superior|柜子上头；上头的指示|guìzi shàngtou; shàngtou de zhǐshì|on top of the cabinet; instructions from above
3577|Unit 60|上限|shàngxiàn|n.|upper limit|电梯载重上限；上限人数；超过安全上限|diàntī zàizhòng shàngxiàn; shàngxiàn rénshù; chāoguò ānquán shàngxiàn|elevator load limit; maximum number of people; exceed the safety limit
3578|Unit 60|上旬|shàngxún|n.|first ten-day period of a month|十月上旬；每月上旬|shíyuè shàngxún; měi yuè shàngxún|the first ten days of October; the first ten days of each month
3579|Unit 60|上瘾|shàng//yǐn|v.|be addicted|让人上瘾；抽烟上瘾|ràng rén shàngyǐn; chōuyān shàngyǐn|be addictive; be addicted to smoking
3580|Unit 60|上映|shàngyìng|v.|show (a film)|电影上映；上映日期|diànyǐng shàngyìng; shàngyìng rìqī|a film is released; release date
3581|Unit 60|上游|shàngyóu|n.|upper reaches (of a river); advanced position|长江上游；河流上游；力争上游|Cháng Jiāng shàngyóu; héliú shàngyóu; lìzhēng shàngyóu|the upper reaches of the Yangtze River; the upper reaches of a river; strive for the top
3582|Unit 60|尚|shàng|adv./conj.|still; even|时间尚早；孩子尚小；小孩儿尚能做到这一点，何况大人呢？|shíjiān shàng zǎo; háizi shàng xiǎo; xiǎoháir shàng néng zuòdào zhè yì diǎn, hékuàng dàrén ne?|it is still early; the child is still young; even a child can do this, let alone an adult
3583|Unit 60|尚未|shàngwèi|adv.|not yet|尚未决定；尚未解决|shàngwèi juédìng; shàngwèi jiějué|not yet decided; not yet resolved
3584|Unit 60|捎|shāo|v.|take/bring sth. (by the way)|捎东西；捎信|shāo dōngxi; shāo xìn|bring something along; take a message
3585|Unit 60|烧毁|shāohuǐ|v.|burn up|烧毁森林；烧毁房屋；全部烧毁|shāohuǐ sēnlín; shāohuǐ fángwū; quánbù shāohuǐ|burn down a forest; burn down a house; burn everything down
3586|Unit 60|烧烤|shāokǎo|n.|barbecue|烧烤店；吃烧烤|shāokǎo diàn; chī shāokǎo|barbecue restaurant; eat barbecue
3587|Unit 60|稍后|shāohòu|adv.|later|稍后再谈；稍后见|shāohòu zài tán; shāohòu jiàn|talk later; see you later
3588|Unit 60|稍候|shāohòu|v.|wait a moment|稍候片刻；请稍候|shāohòu piànkè; qǐng shāohòu|wait a moment; please wait
3589|Unit 60|稍稍|shāoshao|adv.|a little bit|稍稍有点儿不同；稍稍晚一点儿；稍稍等一会儿|shāoshao yǒudiǎnr bùtóng; shāoshao wǎn yìdiǎnr; shāoshao děng yíhuìr|slightly different; a little later; wait a little while
3590|Unit 60|少不了|shǎobuliǎo|v.|cannot do without|少不了埋怨；少不了礼物；钱肯定少不了|shǎobuliǎo mányuàn; shǎobuliǎo lǐwù; qián kěndìng shǎobuliǎo|complaints are inevitable; gifts are indispensable; there will certainly be no shortage of money
3591|Unit 60|少见|shǎojiàn|v./adj.|rarely seen; rare|最近少见，您身体还好？；少见的好作品；少见的天才|zuìjìn shǎojiàn, nín shēntǐ hái hǎo?; shǎojiàn de hǎo zuòpǐn; shǎojiàn de tiāncái|I have not seen you lately; are you well?; a rarely seen fine work; a rare genius
3592|Unit 60|少量|shǎoliàng|adj.|a small amount of|少量盐；少量酒|shǎoliàng yán; shǎoliàng jiǔ|a small amount of salt; a small amount of alcohol
3593|Unit 60|少有|shǎoyǒu|adv.|seldom|天下少有；少有的事|tiānxià shǎoyǒu; shǎoyǒu de shì|rare in the world; a rare occurrence
3594|Unit 60|少林寺|Shàolín Sì|n.|Shaolin Temple|少林寺的僧人；参观少林寺|Shàolín Sì de sēngrén; cānguān Shàolín Sì|a monk from Shaolin Temple; visit Shaolin Temple
3595|Unit 60|少女|shàonǚ|n.|young girl|美丽的少女|měilì de shàonǚ|a beautiful young girl
3596|Unit 60|奢侈|shēchǐ|adj.|luxurious|极度奢侈；奢侈的生活|jídù shēchǐ; shēchǐ de shēnghuó|extremely luxurious; a luxurious lifestyle
3597|Unit 60|奢望|shēwàng|v./n.|attach extravagant hope to; extravagant hopes|奢望回报；不敢奢望；一种奢望；存有奢望|shēwàng huíbào; bù gǎn shēwàng; yì zhǒng shēwàng; cúnyǒu shēwàng|hope extravagantly for a reward; dare not hope for it; an extravagant hope; harbor an extravagant hope
3598|Unit 60|设|shè|v.|set up|设办事处；设闹钟|shè bànshìchù; shè nàozhōng|set up an office; set an alarm clock
3599|Unit 60|设定|shèdìng|v.|set|设定目标；设定时间|shèdìng mùbiāo; shèdìng shíjiān|set a goal; set a time
3600|Unit 60|设法|shèfǎ|v.|think of a way|设法解决；设法帮助|shèfǎ jiějué; shèfǎ bāngzhù|find a way to resolve it; find a way to help
3601|Unit 61|社会主义|shèhuì zhǔyì|n.|socialism|社会主义国家；社会主义制度|shèhuì zhǔyì guójiā; shèhuì zhǔyì zhìdù|a socialist country; the socialist system
3602|Unit 61|社交|shèjiāo|n.|social contact|社交软件；社交活动；擅长社交|shèjiāo ruǎnjiàn; shèjiāo huódòng; shàncháng shèjiāo|social networking software; social activities; be good at socializing
3603|Unit 61|社论|shèlùn|n.|editorial|一篇社论；发表社论|yì piān shèlùn; fābiǎo shèlùn|an editorial; publish an editorial
3604|Unit 61|社团|shètuán|n.|community|文学爱好者社团；加入社团|wénxué àihàozhě shètuán; jiārù shètuán|a literary enthusiasts' club; join a club
3605|Unit 61|涉嫌|shèxián|v.|be suspected of being involved in|涉嫌抢劫；涉嫌故意伤人|shèxián qiǎngjié; shèxián gùyì shāngrén|be suspected of robbery; be suspected of intentionally injuring someone
3606|Unit 61|摄氏度|shèshìdù|m.|centigrade (°C)|30摄氏度|sānshí shèshìdù|30 degrees Celsius
3607|Unit 61|谁知道|shéi zhīdào|phrase|who knows|我以为我会是冠军，谁知道有个人忽然超过了我。；A：不知道他们赢了没有？B：谁知道呢。|wǒ yǐwéi wǒ huì shì guànjūn, shéi zhīdào yǒu ge rén hūrán chāoguò le wǒ; A: bù zhīdào tāmen yíng le méiyǒu? B: shéi zhīdào ne|I thought I would be the champion, but unexpectedly someone suddenly passed me; A: I wonder whether they won. B: Who knows?
3608|Unit 61|申办|shēnbàn|v.|bid|申办奥运会；申办活动；成功申办|shēnbàn Àoyùnhuì; shēnbàn huódòng; chénggōng shēnbàn|bid to host the Olympic Games; apply to organize an event; make a successful bid
3609|Unit 61|申报|shēnbào|v.|declare|申报纳税；申报专利；自行申报|shēnbào nàshuì; shēnbào zhuānlì; zìxíng shēnbào|file a tax declaration; apply for a patent; declare independently
3610|Unit 61|申领|shēnlǐng|v.|apply for|申领补助；申领驾驶证；按规定申领入场券|shēnlǐng bǔzhù; shēnlǐng jiàshǐzhèng; àn guīdìng shēnlǐng rùchǎngquàn|apply for a subsidy; apply for a driver's license; apply for an admission ticket as required
3611|Unit 61|伸手|shēn//shǒu|v.|stretch out one's hand|伸手拿书；伸手关灯|shēnshǒu ná shū; shēnshǒu guān dēng|reach out to take a book; reach out to turn off the light
3612|Unit 61|伸缩|shēnsuō|v.|stretch out and draw back|随意伸缩；前后伸缩|suíyì shēnsuō; qiánhòu shēnsuō|extend and retract freely; extend and retract back and forth
3613|Unit 61|伸张|shēnzhāng|v.|promote; stand up for|得到伸张；伸张正义|dédào shēnzhāng; shēnzhāng zhèngyì|be upheld; uphold justice
3614|Unit 61|身不由己|shēnbùyóujǐ|phrase|do sth. not of one's own free will|在当时的形势下，他做了很多身不由己的事情。|zài dāngshí de xíngshì xià, tā zuò le hěn duō shēnbùyóujǐ de shìqing|Under the circumstances at the time, he did many things against his own will.
3615|Unit 61|身价|shēnjià|n.|social status|抬高身价；身价百倍|táigāo shēnjià; shēnjià bǎibèi|raise one's social standing; one's worth increases a hundredfold
3616|Unit 61|身躯|shēnqū|n.|stature|身躯高大；健壮的身躯|shēnqū gāodà; jiànzhuàng de shēnqū|a tall stature; a strong body
3617|Unit 61|身心|shēnxīn|n.|mind and body|健全的身心；身心健康|jiànquán de shēnxīn; shēnxīn jiànkāng|a sound mind and body; physical and mental health
3618|Unit 61|身影|shēnyǐng|n.|person's silhouette|一个女人的身影；黑色身影|yí ge nǚrén de shēnyǐng; hēisè shēnyǐng|a woman's silhouette; a dark silhouette
3619|Unit 61|身子|shēnzi|n.|body|弯下身子；侧着身子|wān xià shēnzi; cè zhe shēnzi|bend one's body down; turn one's body sideways
3620|Unit 61|绅士|shēnshì|n.|gentleman|一位绅士；年轻的绅士|yí wèi shēnshì; niánqīng de shēnshì|a gentleman; a young gentleman
3621|Unit 61|深奥|shēn'ào|adj.|abstruse|深奥的哲理；见解深奥|shēn'ào de zhélǐ; jiànjiě shēn'ào|an abstruse philosophy; a profound insight
3622|Unit 61|深切|shēnqiè|adj.|deep|深切的希望；深切缅怀|shēnqiè de xīwàng; shēnqiè miǎnhuái|a deep hope; cherish the memory of deeply
3623|Unit 61|深情|shēnqíng|n./adj.|deep feeling; affectionate|一片深情；无限深情；深情的拥抱；深情的吻|yí piàn shēnqíng; wúxiàn shēnqíng; shēnqíng de yōngbào; shēnqíng de wěn|deep affection; boundless affection; an affectionate embrace; an affectionate kiss
3624|Unit 61|深入人心|shēnrù-rénxīn|phrase|strike deep roots in the hearts of the people|和平发展的观念逐渐深入人心。|hépíng fāzhǎn de guānniàn zhújiàn shēnrù-rénxīn|The concept of peaceful development gradually took root in people's hearts.
3625|Unit 61|深受|shēnshòu|v.|be influenced deeply|深受感动；深受影响|shēnshòu gǎndòng; shēnshòu yǐngxiǎng|be deeply moved; be deeply influenced
3626|Unit 61|深思|shēnsī|v.|ponder deeply over|令人深思；值得深思|lìng rén shēnsī; zhíde shēnsī|thought-provoking; worth pondering deeply
3627|Unit 61|深信|shēnxìn|v.|firmly believe|深信不疑；深信我们会赢|shēnxìn bù yí; shēnxìn wǒmen huì yíng|believe without doubt; firmly believe that we will win
3628|Unit 61|深夜|shēnyè|n.|late night|深夜11时；工作到深夜|shēnyè shíyī shí; gōngzuò dào shēnyè|11 p.m. late at night; work until late at night
3629|Unit 61|深远|shēnyuǎn|adj.|profound|深远的影响；意义深远|shēnyuǎn de yǐngxiǎng; yìyì shēnyuǎn|a profound influence; far-reaching significance
3630|Unit 61|神气|shénqi|n./adj.|expression; spirited; arrogant|他说话的神气特认真。；穿上新军装，显得很神气；他有了几个钱，就神气起来了|tā shuōhuà de shénqi tè rènzhēn; chuān shàng xīn jūnzhuāng, xiǎnde hěn shénqi; tā yǒu le jǐ ge qián, jiù shénqi qǐlái le|His expression while speaking was especially serious; wearing the new uniform made him look very spirited; once he got a little money, he became arrogant
3631|Unit 61|神圣|shénshèng|adj.|holy|神圣的权利；神圣的使命|shénshèng de quánlì; shénshèng de shǐmìng|a sacred right; a sacred mission
3632|Unit 61|神态|shéntài|n.|mien; manner|愉快的神态；神态各异|yúkuài de shéntài; shéntài gèyì|a cheerful expression; varied expressions
3633|Unit 61|神仙|shénxiān|n.|celestial being|各路神仙；快活似神仙|gèlù shénxiān; kuàihuo sì shénxiān|celestial beings of every kind; happy as an immortal
3634|Unit 61|审|shěn|v.|review|审稿子；审案子|shěn gǎozi; shěn ànzi|review a manuscript; hear a case
3635|Unit 61|审定|shěndìng|v.|examine and approve|审定文件；审定方案|shěndìng wénjiàn; shěndìng fāng'àn|examine and approve a document; examine and approve a plan
3636|Unit 61|审核|shěnhé|v.|examine and verify|审核把关；审核工作；认真审核|shěnhé bǎguān; shěnhé gōngzuò; rènzhēn shěnhé|review and check; review work; review carefully
3637|Unit 61|审美|shěnměi|v.|appreciate beauty|个人审美；审美标准|gèrén shěnměi; shěnměi biāozhǔn|personal aesthetics; aesthetic standards
3638|Unit 61|审判|shěnpàn|v.|bring to trial|公开审判；受到审判|gōngkāi shěnpàn; shòudào shěnpàn|a public trial; be brought to trial
3639|Unit 61|审批|shěnpī|v.|examine and endorse|审批计划；请上级部门审批|shěnpī jìhuà; qǐng shàngjí bùmén shěnpī|approve a plan; request approval from a higher department
3640|Unit 61|审视|shěnshì|v.|look at sth./sb. attentively|仔细审视；审视自己|zǐxì shěnshì; shěnshì zìjǐ|scrutinize carefully; examine oneself
3641|Unit 61|肾|shèn|n.|kidney|肾功能|shèn gōngnéng|kidney function
3642|Unit 61|甚至于|shènzhìyú|adv.|even|他对这里没有任何留恋，甚至于没说一声“再见”就离开了。|tā duì zhèlǐ méiyǒu rènhé liúliàn, shènzhìyú méi shuō yì shēng “zàijiàn” jiù líkāi le|He felt no attachment to this place and even left without saying goodbye.
3643|Unit 61|渗|shèn|v.|ooze|渗水；渗漏|shènshuǐ; shènlòu|seep water; leak
3644|Unit 61|渗透|shèntòu|v.|infiltrate|渗透到敌人内部|shèntòu dào dírén nèibù|infiltrate the enemy's ranks
3645|Unit 61|慎重|shènzhòng|adj.|prudent|慎重的态度；十分慎重|shènzhòng de tàidu; shífēn shènzhòng|a prudent attitude; extremely cautious
3646|Unit 61|升温|shēngwēn|v.|heat up|日益升温；感情升温|rìyì shēngwēn; gǎnqíng shēngwēn|heat up day by day; feelings grow warmer
3647|Unit 61|生机|shēngjī|n.|life; vigour|充满生机；带来生机|chōngmǎn shēngjī; dàilái shēngjī|be full of vitality; bring vitality
3648|Unit 61|生理|shēnglǐ|n.|physiology|生理上的缺陷；生理变化|shēnglǐ shàng de quēxiàn; shēnglǐ biànhuà|a physiological defect; physiological changes
3649|Unit 61|生命线|shēngmìngxiàn|n.|lifeline|产品质量是企业的生命线。|chǎnpǐn zhìliàng shì qǐyè de shēngmìngxiàn|Product quality is the lifeline of an enterprise.
3650|Unit 61|生怕|shēngpà|v.|fear|生怕失败；生怕吵到别人|shēngpà shībài; shēngpà chǎo dào biérén|fear failure; fear disturbing others
3651|Unit 61|生平|shēngpíng|n.|lifetime|生平简介；作者生平|shēngpíng jiǎnjiè; zuòzhě shēngpíng|a brief biography; the author's life
3652|Unit 61|生前|shēngqián|n.|before one's death|生前愿望；生前好友|shēngqián yuànwàng; shēngqián hǎoyǒu|a wish held during one's lifetime; a close friend during one's lifetime
